transaction_id,timestamp,amount_gbp,hour_of_day,days_since_last_txn,velocity_1hr,merchant_category,location_match,card_present,account_age_months,prev_fraud_flag,distance_from_home_km,device_match,ip_country_match,is_fraud
TXN0001937,2024-01-10 11:14:49,440.97,20,9,3,online_retail,international,1,68,0,80.4,1,1,0
TXN0001938,2024-01-10 11:19:49,170.25,15,11,1,grocery,international,1,20,0,33.1,1,1,0
TXN0001939,2024-01-10 11:44:36,326.35,13,19,2,grocery,online_only,1,59,0,114.6,1,1,0
TXN0001940,2024-01-10 11:51:08,89.94,13,12,1,travel,domestic,1,118,0,56.7,0,0,0
TXN0001941,2024-01-10 11:58:17,488.07,20,0,2,grocery,home_city,1,22,0,121.7,1,1,0
TXN0001942,2024-01-10 12:08:26,39.93,18,11,1,travel,home_city,1,118,0,120.2,0,1,0
TXN0001943,2024-01-10 12:13:15,140.67,3,4,3,online_retail,domestic,1,113,0,2.8,1,1,0
TXN0001944,2024-01-10 12:13:27,85.02,19,26,4,restaurant,international,1,94,0,153.9,1,1,0
TXN0001945,2024-01-10 12:15:32,109.52,7,11,4,restaurant,home_city,0,99,0,197.1,1,1,0
TXN0001946,2024-01-10 12:21:55,27.01,12,6,2,grocery,home_city,1,54,0,131.5,1,1,0
TXN0001947,2024-01-10 12:30:30,35.33,9,29,1,online_retail,domestic,1,99,0,54.4,1,1,0
TXN0001948,2024-01-10 12:41:56,61.1,20,13,2,restaurant,home_city,1,74,0,44.6,1,1,0
TXN0001949,2024-01-10 12:47:15,65.63,13,19,1,online_retail,home_city,1,9,0,11.3,1,1,0
TXN0001950,2024-01-10 12:49:22,117.48,18,21,3,online_retail,domestic,1,15,0,144.7,0,1,0
TXN0001951,2024-01-10 13:20:10,91.73,6,24,1,travel,home_city,0,64,0,24.7,1,1,0
TXN0001952,2024-01-10 13:20:42,26.73,13,15,4,online_retail,international,0,19,0,186.6,1,1,0
TXN0001953,2024-01-10 13:34:05,24.82,19,18,3,restaurant,international,1,52,0,103.7,1,1,0
TXN0001954,2024-01-10 13:42:06,64.61,8,13,2,online_retail,home_city,1,12,0,80.6,1,0,0
TXN0001955,2024-01-10 13:44:53,170.22,5,0,11,online_retail,home_city,0,5,1,5234.9,0,0,1
TXN0001956,2024-01-10 13:48:09,3.35,11,15,2,entertainment,home_city,1,39,0,131.7,1,1,0
TXN0001957,2024-01-10 13:50:55,69.59,12,30,2,restaurant,home_city,1,81,0,78.1,1,1,0
TXN0001958,2024-01-10 13:51:52,95.31,6,5,3,pharmacy,home_city,1,94,0,51.6,0,1,0
TXN0001959,2024-01-10 14:01:18,134.88,9,29,2,restaurant,home_city,1,81,0,168.8,1,1,0
TXN0001960,2024-01-10 14:10:13,79.14,11,14,1,travel,home_city,1,78,0,164.7,1,1,0
TXN0001961,2024-01-10 14:15:29,56.56,15,8,1,grocery,home_city,1,70,0,185.3,1,1,0
TXN0001962,2024-01-10 14:25:58,44.94,14,6,4,atm_withdrawal,home_city,1,77,0,189.3,1,1,0
TXN0001963,2024-01-10 14:38:04,683.24,6,6,2,travel,domestic,1,62,0,61.6,1,1,0
TXN0001964,2024-01-10 14:50:05,33.4,15,13,5,luxury_goods,domestic,1,117,0,139.6,1,1,0
TXN0001965,2024-01-10 15:09:01,52.74,17,11,1,utilities,online_only,1,21,0,182.6,1,1,0
TXN0001966,2024-01-10 15:17:37,36.12,10,17,2,online_retail,home_city,1,113,0,195.0,1,1,0
TXN0001967,2024-01-10 15:23:26,17.93,13,28,1,luxury_goods,international,1,39,0,145.0,1,1,0
TXN0001968,2024-01-10 15:30:21,116.12,12,22,1,atm_withdrawal,home_city,1,66,0,116.4,1,1,0
TXN0001969,2024-01-10 15:31:29,18.11,11,15,1,atm_withdrawal,home_city,1,112,0,84.0,1,1,0
TXN0001970,2024-01-10 15:34:17,75.41,11,20,2,grocery,home_city,0,44,0,154.0,1,1,0
TXN0001971,2024-01-10 15:40:22,160.26,17,15,1,travel,home_city,1,102,0,70.2,0,1,0
TXN0001972,2024-01-10 15:45:45,22.79,0,26,5,restaurant,home_city,1,77,0,133.4,1,1,0
TXN0001973,2024-01-10 15:51:51,24.24,7,25,4,restaurant,home_city,1,119,0,2.2,1,1,0
TXN0001974,2024-01-10 16:02:15,306.99,8,19,4,travel,domestic,1,95,0,36.2,1,1,0
TXN0001975,2024-01-10 16:03:08,274.16,8,9,1,online_retail,home_city,0,105,0,123.6,1,1,0
TXN0001976,2024-01-10 16:07:40,46.11,15,26,1,online_retail,domestic,1,43,0,123.7,1,1,0
TXN0001977,2024-01-10 16:13:33,146.41,9,1,3,pharmacy,home_city,1,116,0,128.5,1,1,0
TXN0001978,2024-01-10 16:15:07,67.05,10,16,2,restaurant,home_city,1,82,0,150.4,1,1,0
TXN0001979,2024-01-10 16:24:46,2.29,9,29,2,travel,home_city,0,61,0,132.0,1,1,0
TXN0001980,2024-01-10 16:29:01,654.21,19,4,4,restaurant,home_city,1,16,0,180.1,1,1,0
TXN0001981,2024-01-10 16:30:29,49.71,3,9,1,travel,home_city,1,63,0,150.8,0,1,0
TXN0001982,2024-01-10 16:32:31,173.02,16,25,1,restaurant,online_only,1,50,0,12.1,1,1,0
TXN0001983,2024-01-10 16:40:13,502.14,15,4,1,travel,domestic,0,30,0,167.5,1,1,0
TXN0001984,2024-01-10 16:44:20,73.22,7,8,1,travel,online_only,1,35,0,72.4,1,1,0
TXN0001985,2024-01-10 16:51:40,178.61,9,17,1,pharmacy,online_only,1,25,0,63.9,1,1,0
TXN0001986,2024-01-10 16:53:35,29.64,10,10,1,grocery,home_city,0,41,0,159.8,1,1,0
TXN0001987,2024-01-10 16:58:53,116.02,15,5,1,atm_withdrawal,home_city,0,113,0,150.5,1,1,0
TXN0001988,2024-01-10 17:01:00,105.6,13,4,1,entertainment,home_city,1,113,0,112.2,0,1,0
TXN0001989,2024-01-10 17:01:08,17.41,17,20,1,restaurant,online_only,1,120,0,166.9,1,1,0
TXN0001990,2024-01-10 17:06:09,121.68,7,21,2,grocery,home_city,1,57,0,113.3,1,1,0
TXN0001991,2024-01-10 17:08:09,14.91,14,29,2,restaurant,home_city,1,85,0,144.8,1,1,0
TXN0001992,2024-01-10 17:26:52,73.23,6,21,1,online_retail,online_only,0,20,0,3.5,1,1,0
TXN0001993,2024-01-10 17:27:09,226.78,13,15,1,grocery,home_city,1,97,0,148.7,1,1,0
TXN0001994,2024-01-10 17:37:42,119.51,8,5,2,online_retail,international,1,88,0,57.0,1,0,0
TXN0001995,2024-01-10 17:49:18,97.22,8,8,2,travel,home_city,1,71,0,152.4,1,1,0
TXN0001996,2024-01-10 17:57:23,12.4,6,26,1,online_retail,home_city,1,42,0,172.8,1,1,0
TXN0001997,2024-01-10 18:02:53,58.48,15,5,5,grocery,home_city,1,58,0,131.9,1,1,0
TXN0001998,2024-01-10 18:13:10,8.55,18,15,5,luxury_goods,domestic,1,95,0,126.5,1,1,0
TXN0001999,2024-01-10 18:15:13,54.64,16,3,1,crypto_exchange,online_only,0,114,0,188.9,1,1,0
TXN0002000,2024-01-10 18:26:44,17.59,11,8,5,restaurant,home_city,1,28,0,167.9,1,1,0
TXN0002001,2024-01-10 18:31:01,452.49,6,16,1,grocery,international,1,61,0,124.3,1,1,0
TXN0002002,2024-01-10 18:31:52,20.57,20,28,3,crypto_exchange,online_only,1,117,0,73.0,1,0,0
TXN0002003,2024-01-10 18:37:36,267.23,14,15,1,atm_withdrawal,home_city,0,81,0,183.9,1,1,0
TXN0002004,2024-01-10 18:42:28,274.42,9,25,1,luxury_goods,home_city,1,18,0,77.8,1,1,0
TXN0002005,2024-01-10 18:50:50,4.14,13,7,1,grocery,domestic,1,75,0,194.0,1,1,0
TXN0002006,2024-01-10 18:54:50,250.88,19,9,1,restaurant,international,1,76,0,73.7,1,1,0
TXN0002007,2024-01-10 18:57:07,82.76,9,19,2,online_retail,international,1,101,0,132.3,1,1,0
TXN0002008,2024-01-10 18:59:36,15.33,11,21,4,luxury_goods,domestic,0,16,0,167.4,1,1,0
TXN0002009,2024-01-10 19:09:15,49.96,10,5,3,travel,domestic,1,98,0,125.3,1,1,0
TXN0002010,2024-01-10 19:13:37,30.35,13,21,1,restaurant,international,1,117,0,4.4,1,1,0
TXN0002011,2024-01-10 19:21:30,20.09,13,4,1,grocery,home_city,1,105,0,164.2,1,1,0
TXN0002012,2024-01-10 19:39:37,141.33,8,0,1,grocery,home_city,1,66,0,131.3,1,1,0
TXN0002013,2024-01-10 19:50:41,31.57,13,9,1,travel,home_city,1,83,0,15.1,1,1,0
TXN0002014,2024-01-10 19:56:44,129.2,6,2,1,grocery,home_city,1,42,0,170.0,1,1,0
TXN0002015,2024-01-10 20:17:37,56.58,13,19,1,grocery,home_city,1,46,0,111.6,1,1,0
TXN0002016,2024-01-10 20:20:53,51.26,8,7,2,crypto_exchange,home_city,1,67,0,142.9,1,1,0
TXN0002017,2024-01-10 20:52:22,11.59,11,7,1,grocery,domestic,1,55,0,2.6,1,1,0
TXN0002018,2024-01-10 20:52:39,32.69,4,3,2,restaurant,international,1,10,0,50.9,1,1,0
TXN0002019,2024-01-10 20:56:49,5.38,14,4,1,travel,international,1,52,0,21.3,0,1,0
TXN0002020,2024-01-10 20:59:09,673.52,21,22,2,online_retail,home_city,1,18,0,169.9,1,1,0
TXN0002021,2024-01-10 20:59:25,25.82,7,19,2,grocery,domestic,1,35,0,177.3,1,1,0
TXN0002022,2024-01-10 21:19:12,8.85,10,23,1,restaurant,international,1,6,0,74.5,1,1,0
TXN0002023,2024-01-10 21:21:48,75.26,11,30,5,restaurant,home_city,1,78,0,24.9,1,1,0
TXN0002024,2024-01-10 21:30:22,66.28,9,4,1,online_retail,domestic,1,42,0,137.1,1,1,0
TXN0002025,2024-01-10 21:39:11,49.95,17,26,1,grocery,home_city,1,117,0,124.4,1,1,0
TXN0002026,2024-01-10 21:40:48,183.54,12,29,2,grocery,international,1,92,0,52.9,1,1,0
TXN0002027,2024-01-10 21:44:05,79.4,20,12,1,entertainment,home_city,1,85,0,48.3,1,1,0
TXN0002028,2024-01-10 21:46:50,72.96,12,25,3,online_retail,home_city,1,119,0,176.4,1,0,0
TXN0002029,2024-01-10 21:53:14,107.18,17,19,3,grocery,home_city,1,119,0,45.3,1,1,0
TXN0002030,2024-01-10 21:57:26,43.72,19,17,4,online_retail,domestic,1,56,0,22.4,1,1,0
TXN0002031,2024-01-10 22:04:20,10.7,6,2,1,utilities,home_city,1,64,0,97.2,1,1,0
TXN0002032,2024-01-10 22:20:20,81.87,19,24,2,atm_withdrawal,home_city,1,23,0,55.5,1,1,0
TXN0002033,2024-01-10 22:25:03,60.3,11,4,3,restaurant,home_city,1,6,0,9.0,1,1,0
TXN0002034,2024-01-10 22:36:14,146.52,3,10,3,restaurant,online_only,1,31,0,89.2,0,1,0
TXN0002035,2024-01-10 22:50:22,78.21,10,13,2,online_retail,online_only,0,45,0,124.8,1,1,0
TXN0002036,2024-01-10 23:02:11,33.89,13,17,2,grocery,international,1,44,0,1.8,1,1,0
TXN0002037,2024-01-10 23:12:45,83.55,20,25,1,travel,domestic,0,104,0,103.2,1,1,0
TXN0002038,2024-01-10 23:30:37,96.94,12,0,3,atm_withdrawal,home_city,1,109,0,151.8,1,1,0
TXN0002039,2024-01-10 23:52:57,157.41,14,17,1,restaurant,home_city,0,77,0,47.1,1,1,0
TXN0002040,2024-01-10 23:59:57,485.49,8,4,1,grocery,home_city,1,94,0,122.4,1,1,0
TXN0002041,2024-01-11 00:03:19,14.29,12,29,2,restaurant,domestic,1,52,0,91.1,1,1,0
TXN0002042,2024-01-11 00:03:50,149.07,12,8,3,online_retail,domestic,1,44,0,191.3,1,1,0
TXN0002043,2024-01-11 00:05:06,13.89,9,0,1,grocery,international,1,70,0,122.5,1,1,0
TXN0002044,2024-01-11 00:05:33,43.62,11,3,5,restaurant,home_city,1,58,0,152.6,1,1,0
TXN0002045,2024-01-11 00:06:44,30.31,15,4,1,online_retail,home_city,1,13,0,61.1,1,1,0
TXN0002046,2024-01-11 00:17:25,30.07,12,26,1,grocery,home_city,0,30,0,42.4,0,1,0
TXN0002047,2024-01-11 00:21:33,49.36,15,22,4,grocery,home_city,1,11,0,56.5,0,1,0
TXN0002048,2024-01-11 00:24:46,281.2,12,29,2,online_retail,home_city,1,73,0,54.7,1,1,0
TXN0002049,2024-01-11 00:54:24,5.11,11,7,1,grocery,home_city,1,48,0,197.1,1,1,0
TXN0002050,2024-01-11 01:01:37,24.95,9,13,1,grocery,online_only,1,85,1,23.7,1,1,0
TXN0002051,2024-01-11 01:06:25,56.15,7,0,1,grocery,domestic,1,67,0,50.0,1,1,0
TXN0002052,2024-01-11 01:08:43,48.0,8,8,2,grocery,home_city,1,88,0,37.2,1,1,0
TXN0002053,2024-01-11 01:22:14,2.85,11,7,3,online_retail,online_only,1,49,0,193.9,1,1,0
TXN0002054,2024-01-11 01:41:04,70.94,12,10,5,online_retail,home_city,1,79,0,24.0,1,1,0
TXN0002055,2024-01-11 01:48:48,18.01,19,4,4,online_retail,home_city,1,85,0,27.4,1,1,0
TXN0002056,2024-01-11 01:59:26,106.07,17,3,1,utilities,domestic,1,98,0,52.9,1,1,0
TXN0002057,2024-01-11 02:00:51,69.33,12,21,4,grocery,home_city,1,105,0,48.9,1,1,0
TXN0002058,2024-01-11 02:03:12,128.7,9,24,3,restaurant,home_city,1,75,0,188.9,0,1,0
TXN0002059,2024-01-11 02:04:40,99.12,18,20,1,grocery,home_city,1,109,0,104.9,1,1,0
TXN0002060,2024-01-11 02:25:07,28.93,15,23,2,restaurant,domestic,1,49,0,46.5,0,1,0
TXN0002061,2024-01-11 03:07:22,113.16,0,12,2,utilities,domestic,1,22,0,72.9,1,1,0
TXN0002062,2024-01-11 03:15:45,250.57,20,5,5,grocery,home_city,1,77,0,109.3,1,1,0
TXN0002063,2024-01-11 03:17:25,111.18,11,29,1,online_retail,home_city,0,50,0,68.4,1,1,0
TXN0002064,2024-01-11 03:28:09,32.19,8,7,1,restaurant,domestic,0,62,0,112.2,0,1,0
TXN0002065,2024-01-11 03:38:43,13.46,8,28,4,entertainment,home_city,1,101,0,125.5,0,1,0
TXN0002066,2024-01-11 03:39:49,5.66,8,25,2,grocery,domestic,1,58,0,75.8,1,1,0
TXN0002067,2024-01-11 03:47:56,15.31,1,19,1,grocery,home_city,1,82,0,181.7,1,1,0
TXN0002068,2024-01-11 03:55:09,434.81,6,12,1,grocery,domestic,1,48,0,162.3,1,1,0
TXN0002069,2024-01-11 04:04:29,25.29,9,11,1,restaurant,domestic,1,99,0,91.4,1,1,0
TXN0002070,2024-01-11 04:06:45,119.33,19,22,2,restaurant,home_city,0,23,0,51.4,1,1,0
TXN0002071,2024-01-11 04:16:47,22.45,14,22,2,restaurant,international,1,23,0,84.2,1,1,0
TXN0002072,2024-01-11 04:22:13,40.31,15,25,1,travel,home_city,1,93,1,103.0,1,1,0
TXN0002073,2024-01-11 04:35:11,16.51,21,6,4,grocery,home_city,1,83,0,101.9,1,1,0
TXN0002074,2024-01-11 04:37:47,55.06,8,2,2,atm_withdrawal,domestic,1,55,0,142.7,1,1,0
TXN0002075,2024-01-11 04:48:02,88.37,17,1,4,luxury_goods,domestic,1,52,0,114.1,1,1,0
TXN0002076,2024-01-11 04:57:29,20.8,0,29,1,restaurant,home_city,1,71,0,194.5,1,1,0
TXN0002077,2024-01-11 05:01:14,53.27,14,19,1,online_retail,domestic,1,56,0,15.9,1,1,0
TXN0002078,2024-01-11 05:08:56,205.86,10,24,1,travel,home_city,1,71,0,102.8,1,1,0
TXN0002079,2024-01-11 05:24:11,364.16,1,0,7,entertainment,home_city,1,14,0,7565.6,0,1,1
TXN0002080,2024-01-11 05:24:36,242.24,16,27,4,luxury_goods,domestic,0,21,0,27.9,1,1,0
TXN0002081,2024-01-11 05:55:41,103.65,15,11,3,luxury_goods,domestic,1,63,0,188.0,1,1,0
TXN0002082,2024-01-11 06:13:02,625.22,11,18,2,grocery,domestic,1,62,0,93.9,1,1,0
TXN0002083,2024-01-11 06:15:50,72.91,16,12,1,grocery,home_city,1,85,0,129.4,1,1,0
TXN0002084,2024-01-11 06:24:32,95.83,11,4,1,travel,domestic,1,64,1,185.1,1,1,0
TXN0002085,2024-01-11 06:29:30,18.66,13,23,2,grocery,home_city,1,71,0,94.4,1,1,0
TXN0002086,2024-01-11 06:31:54,189.6,8,7,1,travel,home_city,1,68,0,52.5,1,1,0
TXN0002087,2024-01-11 06:45:45,152.42,11,5,1,restaurant,online_only,1,104,0,24.2,1,1,0
TXN0002088,2024-01-11 06:45:56,165.36,19,22,2,atm_withdrawal,domestic,1,51,0,46.5,1,1,0
TXN0002089,2024-01-11 06:59:09,4.72,8,3,1,restaurant,international,1,102,0,88.2,1,1,0
TXN0002090,2024-01-11 07:12:01,29.17,16,16,2,atm_withdrawal,domestic,1,110,0,192.0,1,1,0
TXN0002091,2024-01-11 07:13:51,180.03,14,28,2,grocery,home_city,1,27,0,62.7,1,1,0
TXN0002092,2024-01-11 07:17:42,24.46,10,20,2,restaurant,home_city,1,6,0,178.6,1,1,0
TXN0002093,2024-01-11 07:21:59,106.59,16,22,2,travel,home_city,1,57,0,190.1,1,1,0
TXN0002094,2024-01-11 07:27:17,51.23,7,29,1,luxury_goods,home_city,1,13,0,115.1,1,1,0
TXN0002095,2024-01-11 08:22:39,139.88,16,0,1,grocery,home_city,0,86,0,110.8,1,1,0
TXN0002096,2024-01-11 08:29:17,441.7,6,6,1,travel,home_city,1,59,1,166.8,1,1,0
TXN0002097,2024-01-11 08:32:01,19.39,17,24,1,grocery,online_only,1,93,0,171.5,1,1,0
TXN0002098,2024-01-11 08:32:12,127.81,10,10,1,grocery,home_city,1,46,0,198.6,0,1,0
TXN0002099,2024-01-11 08:32:28,77.15,17,14,2,grocery,home_city,1,8,0,159.1,1,1,0
TXN0002100,2024-01-11 08:37:06,34.98,10,14,1,grocery,home_city,1,115,0,184.6,1,1,0
TXN0002101,2024-01-11 09:01:47,144.66,5,11,1,grocery,home_city,0,90,0,13.1,1,1,0
TXN0002102,2024-01-11 09:05:10,91.64,11,17,2,restaurant,online_only,1,20,0,82.8,1,1,0
TXN0002103,2024-01-11 09:09:42,38.31,17,4,4,online_retail,home_city,0,85,0,160.6,1,1,0
TXN0002104,2024-01-11 09:12:02,71.93,17,27,3,restaurant,home_city,1,118,0,110.4,1,1,0
TXN0002105,2024-01-11 09:15:16,21.59,19,1,3,online_retail,online_only,1,72,0,173.4,0,1,0
TXN0002106,2024-01-11 09:16:07,204.02,15,8,3,grocery,international,0,82,0,68.0,1,1,0
TXN0002107,2024-01-11 09:19:12,30.67,11,4,1,utilities,domestic,1,41,0,177.3,1,0,0
TXN0002108,2024-01-11 09:25:41,21.11,7,22,4,online_retail,online_only,1,41,0,14.6,1,1,0
TXN0002109,2024-01-11 09:26:22,255.73,8,9,1,luxury_goods,international,1,92,0,53.5,1,1,0
TXN0002110,2024-01-11 09:27:03,4224.85,3,1,19,luxury_goods,international,0,2,1,6382.3,0,0,1
TXN0002111,2024-01-11 09:40:56,92.84,13,2,4,grocery,home_city,0,110,0,73.3,0,1,0
TXN0002112,2024-01-11 09:43:14,124.85,17,8,2,restaurant,international,1,30,0,111.0,1,1,0
TXN0002113,2024-01-11 09:48:48,29.86,10,18,3,entertainment,home_city,1,52,0,49.8,1,1,0
TXN0002114,2024-01-11 09:55:29,42.1,16,18,2,travel,online_only,1,36,0,190.2,1,1,0
TXN0002115,2024-01-11 10:25:06,43.54,13,13,1,luxury_goods,domestic,1,21,0,140.0,1,1,0
TXN0002116,2024-01-11 10:42:46,65.8,13,27,2,crypto_exchange,home_city,0,93,1,30.8,1,1,0
TXN0002117,2024-01-11 10:50:12,56.62,5,10,1,atm_withdrawal,domestic,1,80,0,71.0,1,1,0
TXN0002118,2024-01-11 10:56:38,34.0,9,3,1,online_retail,online_only,1,27,0,157.2,1,1,0
TXN0002119,2024-01-11 10:59:33,23.86,10,15,3,restaurant,domestic,1,28,0,85.2,1,1,0
TXN0002120,2024-01-11 11:16:46,252.68,9,18,1,travel,home_city,1,29,0,73.1,1,1,0
TXN0002121,2024-01-11 11:20:22,146.63,9,29,2,pharmacy,home_city,0,78,0,147.4,1,1,0
TXN0002122,2024-01-11 11:20:52,34.15,23,11,4,restaurant,domestic,0,79,0,51.6,1,1,0
TXN0002123,2024-01-11 11:23:42,14.88,14,12,1,restaurant,home_city,1,80,0,144.3,1,0,0
TXN0002124,2024-01-11 11:25:41,536.04,8,27,5,atm_withdrawal,home_city,1,117,0,67.0,1,1,0
TXN0002125,2024-01-11 11:29:40,647.94,7,1,8,atm_withdrawal,international,0,7,0,4589.3,0,0,1
TXN0002126,2024-01-11 11:45:38,35.23,21,29,3,grocery,online_only,1,88,0,50.7,1,1,0
TXN0002127,2024-01-11 11:53:45,480.86,12,24,1,restaurant,home_city,1,15,0,9.0,1,1,0
TXN0002128,2024-01-11 11:54:40,17.93,21,7,2,travel,home_city,1,7,0,62.6,1,1,0
TXN0002129,2024-01-11 12:01:07,15.54,0,23,1,grocery,home_city,1,46,0,89.4,1,1,0
TXN0002130,2024-01-11 12:04:10,349.3,13,20,4,restaurant,online_only,0,101,0,119.7,1,1,0
TXN0002131,2024-01-11 12:05:43,40.35,14,19,1,luxury_goods,home_city,1,98,0,65.4,1,1,0
TXN0002132,2024-01-11 12:06:47,98.93,18,14,1,restaurant,domestic,1,78,0,108.8,1,1,0
TXN0002133,2024-01-11 12:07:03,34.63,10,2,1,online_retail,home_city,1,100,0,52.6,1,1,0
TXN0002134,2024-01-11 12:15:07,89.53,8,1,4,atm_withdrawal,home_city,1,109,0,60.1,1,1,0
TXN0002135,2024-01-11 12:17:21,45.68,11,5,1,online_retail,domestic,1,88,0,78.2,1,1,0
TXN0002136,2024-01-11 12:18:37,165.95,13,15,1,online_retail,international,1,48,0,15.8,0,1,0
TXN0002137,2024-01-11 12:22:46,91.3,4,26,2,online_retail,home_city,1,94,0,156.3,1,1,0
TXN0002138,2024-01-11 13:08:21,52.17,10,15,1,utilities,home_city,1,101,0,198.9,1,1,0
TXN0002139,2024-01-11 13:09:52,92.98,17,29,2,restaurant,domestic,1,81,0,47.6,1,1,0
TXN0002140,2024-01-11 13:19:20,262.81,17,6,5,utilities,international,1,111,0,188.3,1,1,0
TXN0002141,2024-01-11 13:22:35,165.46,20,6,1,pharmacy,home_city,1,13,0,178.3,1,1,0
TXN0002142,2024-01-11 13:27:08,294.26,15,12,1,grocery,home_city,1,6,0,190.5,1,1,0
TXN0002143,2024-01-11 13:27:33,75.23,8,1,2,travel,home_city,1,22,0,39.3,1,1,0
TXN0002144,2024-01-11 13:31:17,443.52,13,12,2,grocery,domestic,0,12,0,116.8,1,0,0
TXN0002145,2024-01-11 13:42:46,31.49,12,8,2,grocery,home_city,1,119,0,112.0,1,0,0
TXN0002146,2024-01-11 13:43:36,971.21,9,11,1,grocery,international,1,16,0,109.7,1,1,0
TXN0002147,2024-01-11 13:43:56,42.02,8,17,3,restaurant,international,1,50,0,66.1,1,1,0
TXN0002148,2024-01-11 13:46:44,54.85,14,23,1,grocery,home_city,1,119,0,118.6,1,1,0
TXN0002149,2024-01-11 13:50:33,303.89,15,25,1,online_retail,home_city,1,84,0,117.1,1,1,0
TXN0002150,2024-01-11 13:52:51,54.04,20,24,2,grocery,home_city,1,6,0,102.6,1,1,0
TXN0002151,2024-01-11 14:07:10,19.89,7,30,1,travel,domestic,1,62,0,191.4,1,1,0
TXN0002152,2024-01-11 14:08:25,123.44,15,23,1,online_retail,home_city,1,61,0,84.6,1,1,0
TXN0002153,2024-01-11 14:14:15,100.54,22,24,2,grocery,home_city,0,106,0,85.9,1,1,0
TXN0002154,2024-01-11 14:16:17,85.49,21,14,5,travel,home_city,1,32,0,82.1,1,1,0
TXN0002155,2024-01-11 14:26:52,326.6,10,4,3,luxury_goods,home_city,1,29,1,68.7,1,0,0
TXN0002156,2024-01-11 14:36:39,13.07,8,16,4,travel,home_city,0,23,0,152.0,1,0,0
TXN0002157,2024-01-11 14:39:39,143.03,14,13,1,online_retail,online_only,1,37,0,150.7,1,1,0
TXN0002158,2024-01-11 14:56:15,69.73,8,21,1,pharmacy,domestic,0,90,1,188.6,0,1,0
TXN0002159,2024-01-11 15:02:16,21.48,4,3,3,grocery,home_city,1,109,0,66.1,1,1,0
TXN0002160,2024-01-11 15:03:06,626.17,7,15,3,atm_withdrawal,home_city,1,96,0,44.7,1,1,0
TXN0002161,2024-01-11 15:09:12,48.13,17,27,1,grocery,home_city,1,65,0,150.4,1,1,0
TXN0002162,2024-01-11 15:09:39,20.17,8,3,5,grocery,home_city,1,79,0,7.9,1,1,0
TXN0002163,2024-01-11 15:32:11,109.3,13,1,1,crypto_exchange,home_city,1,27,0,58.6,1,1,0
TXN0002164,2024-01-11 15:38:50,46.15,17,3,1,travel,domestic,1,51,0,54.8,1,1,0
TXN0002165,2024-01-11 15:39:29,4.95,17,15,1,travel,home_city,1,85,0,56.7,1,1,0
TXN0002166,2024-01-11 15:51:14,44.95,15,21,4,crypto_exchange,home_city,1,15,0,146.2,1,1,0
TXN0002167,2024-01-11 15:59:09,907.27,15,1,3,atm_withdrawal,domestic,1,57,0,64.9,1,1,0
TXN0002168,2024-01-11 16:05:54,40.68,7,16,5,utilities,domestic,1,98,0,197.1,1,1,0
TXN0002169,2024-01-11 16:10:59,26.36,8,25,5,grocery,international,1,98,0,50.5,1,1,0
TXN0002170,2024-01-11 16:12:40,161.6,9,7,1,restaurant,online_only,1,74,0,43.1,1,1,0
TXN0002171,2024-01-11 16:16:16,94.3,22,4,1,restaurant,home_city,1,119,0,62.9,1,1,0
TXN0002172,2024-01-11 16:35:35,47.67,12,16,1,grocery,international,1,6,0,164.0,0,1,0
TXN0002173,2024-01-11 16:39:22,7.55,8,9,1,utilities,home_city,1,44,0,117.7,1,1,0
TXN0002174,2024-01-11 17:01:36,8.72,10,0,5,atm_withdrawal,online_only,1,38,0,122.2,1,1,0
TXN0002175,2024-01-11 17:09:30,27.56,10,18,1,atm_withdrawal,home_city,1,64,0,45.0,1,1,0
TXN0002176,2024-01-11 17:13:41,139.32,10,11,1,travel,home_city,1,118,0,182.2,1,1,0
TXN0002177,2024-01-11 17:24:49,99.26,14,20,3,online_retail,domestic,1,106,0,66.6,0,1,0
TXN0002178,2024-01-11 17:50:52,36.73,10,0,2,grocery,home_city,1,39,0,64.8,1,1,0
TXN0002179,2024-01-11 17:55:34,403.68,7,24,5,online_retail,international,1,67,0,140.1,1,1,0
TXN0002180,2024-01-11 17:55:53,9.61,1,27,4,grocery,home_city,1,113,0,44.9,1,1,0
TXN0002181,2024-01-11 17:57:28,59.03,17,15,5,pharmacy,home_city,1,55,0,141.8,0,1,0
TXN0002182,2024-01-11 18:11:26,25.03,12,10,2,grocery,domestic,1,100,0,41.4,1,1,0
TXN0002183,2024-01-11 18:19:33,51.1,18,17,1,atm_withdrawal,home_city,1,31,0,142.3,1,1,0
TXN0002184,2024-01-11 18:24:02,6.57,15,22,3,online_retail,domestic,1,34,0,87.1,1,1,0
TXN0002185,2024-01-11 18:25:33,18.33,10,26,3,online_retail,international,1,38,0,91.9,1,1,0
TXN0002186,2024-01-11 18:32:22,107.41,10,5,3,travel,home_city,1,112,0,30.3,1,1,0
TXN0002187,2024-01-11 18:37:49,240.35,16,11,1,grocery,online_only,1,15,0,116.0,1,1,0
TXN0002188,2024-01-11 18:46:45,51.85,14,27,5,travel,home_city,1,28,0,93.9,1,1,0
TXN0002189,2024-01-11 18:56:09,23.09,13,15,1,luxury_goods,domestic,1,115,0,124.9,1,1,0
TXN0002190,2024-01-11 18:56:20,37.91,19,25,1,grocery,home_city,1,28,0,15.3,1,0,0
